OTU	C1cDNA	C1DNA	C2cDNA	C2DNA	C3cDNA	C3DNA	C4cDNA	C4DNA	C5cDNA	C5DNA	C6cDNA	C6DNA	C7cDNA	C7DNA	C8cDNA	C8DNA	D1cDNA	D1DNA	D2cDNA	D2DNA	D3cDNA	D3DNA	D4cDNA	D4DNA	D5cDNA	D5DNA	D6cDNA	D6DNA	D7cDNA	D7DNA	D8cDNA	D8DNA	N1cDNA	N1DNA	N2cDNA	N2DNA	N3cDNA	N3DNA	N4cDNA	N4DNA	N5cDNA	N5DNA	N6cDNA	N6DNA	N7cDNA	N7DNA	N8cDNA	N8DNA	taxonomy
4330856	60.0	8.0	63.0	7.0	7.0	11.0	7.0	25.0	23.0	15.0	6.0	1.0	68.0	46.0	16.0	10.0	7.0	36.0	6.0	6.0	10.0	13.0	4.0	6.0	6.0	16.0	7.0	8.0	12.0	9.0	9.0	14.0	6.0	18.0	3.0	1.0	5.0	3.0	3.0	5.0	4.0	4.0	21.0	13.0	4.0	10.0	2.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
907407	42.0	7.0	25.0	10.0	83.0	46.0	40.0	50.0	18.0	7.0	81.0	20.0	47.0	15.0	104.0	10.0	15.0	19.0	14.0	11.0	12.0	8.0	25.0	13.0	19.0	2.0	12.0	24.0	11.0	10.0	15.0	38.0	38.0	11.0	33.0	24.0	49.0	10.0	46.0	11.0	46.0	11.0	40.0	8.0	121.0	4.0	50.0	26.0	k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
545247	41.0	63.0	51.0	39.0	34.0	91.0	70.0	65.0	46.0	47.0	39.0	59.0	38.0	88.0	91.0	87.0	48.0	50.0	51.0	37.0	56.0	55.0	63.0	34.0	52.0	57.0	46.0	82.0	90.0	55.0	49.0	76.0	62.0	77.0	36.0	29.0	68.0	32.0	68.0	51.0	45.0	57.0	49.0	63.0	56.0	55.0	86.0	82.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
1126475	54.0	76.0	59.0	202.0	48.0	2.0	95.0	2.0	442.0	300.0	36.0	3.0	42.0	35.0	330.0	95.0	72.0	249.0	91.0	566.0	51.0	321.0	58.0	170.0	118.0	130.0	74.0	237.0	32.0	87.0	37.0	5.0	193.0	56.0	14.0	98.0	234.0	208.0	147.0	133.0	104.0	219.0	109.0	126.0	36.0	21.0	213.0	20.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Emticicia; s__
1038987	46.0	112.0	35.0	178.0	64.0	189.0	20.0	237.0	68.0	162.0	36.0	868.0	44.0	450.0	91.0	154.0	76.0	207.0	86.0	98.0	105.0	117.0	83.0	318.0	75.0	203.0	41.0	93.0	58.0	170.0	97.0	204.0	26.0	188.0	87.0	269.0	17.0	195.0	22.0	153.0	31.0	236.0	51.0	64.0	31.0	999.0	36.0	304.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
224203	56.0	43.0	37.0	14.0	21.0	4.0	27.0	3.0	8.0	2.0	27.0	1.0	30.0	68.0	23.0	22.0	81.0	12.0	87.0	14.0	91.0	5.0	72.0	4.0	78.0	20.0	127.0	4.0	78.0	16.0	68.0	17.0	14.0	17.0	6.0	6.0	12.0	5.0	7.0	8.0	9.0	3.0	21.0	4.0	4.0	11.0	9.0	12.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
816441	261.0	224.0	240.0	295.0	95.0	106.0	88.0	71.0	256.0	234.0	120.0	103.0	238.0	182.0	118.0	209.0	67.0	240.0	66.0	176.0	92.0	222.0	93.0	127.0	83.0	172.0	84.0	127.0	111.0	203.0	76.0	155.0	97.0	253.0	145.0	160.0	82.0	109.0	102.0	173.0	94.0	157.0	93.0	243.0	129.0	301.0	115.0	155.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__
635391	3.0	4.0	0.0	12.0	34.0	5.0	23.0	2.0	22.0	13.0	20.0	60.0	3.0	25.0	5.0	35.0	18.0	11.0	29.0	40.0	37.0	29.0	12.0	59.0	29.0	44.0	13.0	136.0	9.0	3.0	31.0	14.0	6.0	21.0	48.0	11.0	12.0	23.0	17.0	29.0	31.0	31.0	38.0	16.0	12.0	71.0	10.0	51.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
254392	2.0	14.0	3.0	13.0	0.0	29.0	5.0	30.0	3.0	17.0	0.0	14.0	7.0	45.0	4.0	23.0	2.0	21.0	0.0	3.0	9.0	9.0	1.0	5.0	3.0	22.0	0.0	6.0	3.0	8.0	0.0	38.0	1.0	18.0	0.0	5.0	2.0	9.0	0.0	7.0	0.0	8.0	4.0	8.0	0.0	9.0	1.0	66.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__
1048878	205.0	101.0	203.0	99.0	59.0	213.0	116.0	174.0	133.0	81.0	40.0	142.0	246.0	152.0	40.0	200.0	148.0	103.0	164.0	39.0	141.0	79.0	140.0	70.0	111.0	178.0	196.0	112.0	158.0	96.0	162.0	181.0	27.0	148.0	60.0	25.0	51.0	54.0	36.0	39.0	64.0	39.0	178.0	57.0	24.0	50.0	47.0	186.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax
238848	5.0	1.0	2.0	1.0	0.0	1.0	2.0	1.0	2.0	0.0	1.0	3.0	10.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
837424	35.0	32.0	35.0	5.0	12.0	28.0	97.0	42.0	26.0	23.0	11.0	9.0	60.0	75.0	49.0	108.0	164.0	43.0	137.0	41.0	177.0	25.0	185.0	10.0	154.0	34.0	171.0	31.0	121.0	48.0	148.0	36.0	10.0	17.0	6.0	13.0	21.0	13.0	17.0	25.0	12.0	17.0	42.0	8.0	10.0	3.0	10.0	14.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__; s__
113915	56.0	23.0	45.0	16.0	14.0	7.0	35.0	12.0	27.0	30.0	16.0	31.0	53.0	38.0	15.0	60.0	34.0	45.0	44.0	37.0	25.0	16.0	34.0	26.0	32.0	18.0	36.0	20.0	42.0	19.0	39.0	11.0	44.0	26.0	24.0	38.0	28.0	6.0	40.0	13.0	3.0	11.0	14.0	16.0	20.0	19.0	41.0	33.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
74727	33.0	10.0	26.0	13.0	4.0	1.0	16.0	4.0	13.0	9.0	4.0	2.0	28.0	1.0	5.0	7.0	11.0	9.0	10.0	5.0	9.0	6.0	1.0	0.0	12.0	3.0	8.0	4.0	1.0	21.0	13.0	6.0	11.0	11.0	0.0	22.0	10.0	0.0	5.0	0.0	0.0	0.0	16.0	9.0	51.0	7.0	5.0	1.0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__SM1D11; f__; g__; s__
329072	61.0	44.0	46.0	1.0	0.0	19.0	3.0	16.0	0.0	0.0	3.0	1.0	69.0	17.0	10.0	33.0	44.0	15.0	25.0	4.0	26.0	1.0	15.0	0.0	27.0	6.0	41.0	0.0	24.0	31.0	26.0	22.0	2.0	3.0	0.0	2.0	4.0	3.0	3.0	5.0	0.0	2.0	9.0	0.0	13.0	3.0	5.0	5.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
OTU_dn_115	44.0	0.0	22.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	198.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	1.0	0.0	10.0	0.0	0.0	5.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
82263	19.0	12.0	13.0	3.0	3.0	4.0	13.0	3.0	11.0	9.0	0.0	7.0	15.0	7.0	45.0	4.0	3.0	51.0	1.0	10.0	3.0	21.0	1.0	4.0	1.0	13.0	0.0	29.0	3.0	24.0	4.0	15.0	9.0	7.0	1.0	7.0	11.0	1.0	7.0	0.0	1.0	2.0	10.0	6.0	13.0	2.0	4.0	2.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
548842	4.0	1.0	3.0	0.0	1.0	4.0	16.0	2.0	0.0	0.0	4.0	0.0	6.0	0.0	6.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0	4.0	2.0	2.0	3.0	0.0	0.0	4.0	2.0	1.0	0.0	5.0	1.0	1.0	1.0	3.0	3.0	3.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU_dn_2238	27.0	1.0	22.0	7.0	41.0	21.0	44.0	24.0	9.0	1.0	55.0	8.0	47.0	4.0	84.0	3.0	7.0	11.0	12.0	6.0	4.0	2.0	8.0	4.0	5.0	3.0	9.0	8.0	5.0	11.0	3.0	28.0	23.0	8.0	19.0	16.0	25.0	10.0	42.0	14.0	18.0	10.0	19.0	5.0	76.0	3.0	25.0	9.0	k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
550517	173.0	221.0	138.0	76.0	2.0	206.0	23.0	247.0	3.0	16.0	3.0	0.0	175.0	63.0	6.0	119.0	17.0	71.0	22.0	18.0	31.0	5.0	24.0	1.0	15.0	59.0	23.0	56.0	21.0	106.0	33.0	294.0	36.0	9.0	0.0	0.0	15.0	1.0	30.0	3.0	2.0	0.0	52.0	11.0	2.0	0.0	46.0	6.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
756973	73.0	18.0	81.0	51.0	250.0	8.0	84.0	12.0	174.0	72.0	289.0	133.0	72.0	15.0	33.0	10.0	5.0	74.0	11.0	88.0	3.0	94.0	1.0	123.0	9.0	38.0	6.0	19.0	11.0	50.0	6.0	21.0	88.0	121.0	179.0	248.0	100.0	147.0	72.0	134.0	202.0	151.0	36.0	89.0	159.0	345.0	107.0	79.0	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__
824826	22.0	26.0	24.0	35.0	49.0	32.0	11.0	25.0	8.0	26.0	55.0	25.0	23.0	48.0	37.0	55.0	27.0	52.0	20.0	62.0	41.0	21.0	25.0	48.0	31.0	31.0	38.0	37.0	24.0	43.0	14.0	36.0	24.0	46.0	11.0	37.0	42.0	28.0	34.0	39.0	23.0	49.0	14.0	35.0	28.0	38.0	31.0	21.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
207355	43.0	74.0	33.0	43.0	19.0	20.0	33.0	29.0	5.0	28.0	11.0	4.0	62.0	15.0	31.0	6.0	5.0	46.0	9.0	21.0	10.0	21.0	7.0	37.0	0.0	27.0	24.0	11.0	6.0	75.0	3.0	73.0	9.0	13.0	12.0	10.0	12.0	27.0	6.0	41.0	11.0	17.0	18.0	31.0	7.0	15.0	9.0	17.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__
871230	8.0	3.0	9.0	0.0	18.0	0.0	12.0	2.0	10.0	0.0	18.0	5.0	6.0	6.0	31.0	6.0	19.0	3.0	17.0	2.0	19.0	0.0	12.0	1.0	24.0	4.0	16.0	4.0	31.0	1.0	28.0	3.0	13.0	3.0	16.0	1.0	18.0	1.0	29.0	3.0	17.0	7.0	32.0	6.0	13.0	3.0	12.0	2.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__AK1AB1_02E; g__; s__
994857	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__FBP; c__; o__; f__; g__; s__
822432	52.0	16.0	38.0	131.0	88.0	145.0	16.0	112.0	42.0	120.0	87.0	201.0	51.0	208.0	49.0	35.0	8.0	41.0	19.0	28.0	27.0	76.0	6.0	103.0	26.0	100.0	12.0	59.0	17.0	55.0	6.0	67.0	44.0	93.0	117.0	76.0	60.0	78.0	38.0	64.0	34.0	57.0	27.0	36.0	97.0	115.0	43.0	270.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
591647	149.0	20.0	146.0	44.0	254.0	24.0	88.0	15.0	101.0	6.0	304.0	3.0	175.0	13.0	188.0	8.0	77.0	43.0	52.0	0.0	59.0	1.0	58.0	13.0	62.0	7.0	38.0	6.0	39.0	9.0	60.0	20.0	18.0	13.0	15.0	3.0	15.0	42.0	31.0	41.0	256.0	16.0	90.0	2.0	31.0	1.0	15.0	6.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
892323	14.0	23.0	18.0	35.0	11.0	45.0	5.0	27.0	10.0	21.0	2.0	20.0	12.0	47.0	4.0	9.0	4.0	22.0	5.0	4.0	10.0	16.0	2.0	6.0	2.0	26.0	4.0	29.0	1.0	18.0	3.0	37.0	8.0	33.0	8.0	20.0	11.0	15.0	5.0	12.0	10.0	2.0	5.0	22.0	18.0	17.0	9.0	49.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
540672	103.0	132.0	109.0	140.0	225.0	98.0	210.0	95.0	177.0	212.0	186.0	106.0	114.0	140.0	296.0	328.0	229.0	208.0	221.0	165.0	239.0	150.0	192.0	62.0	225.0	151.0	215.0	187.0	267.0	124.0	180.0	169.0	115.0	104.0	142.0	132.0	168.0	128.0	117.0	145.0	182.0	128.0	117.0	136.0	156.0	130.0	148.0	140.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
940737	581.0	60.0	553.0	54.0	212.0	53.0	424.0	59.0	781.0	140.0	232.0	63.0	598.0	164.0	163.0	123.0	115.0	167.0	120.0	111.0	107.0	214.0	100.0	156.0	131.0	472.0	145.0	462.0	121.0	225.0	140.0	73.0	178.0	92.0	272.0	84.0	227.0	86.0	191.0	220.0	407.0	163.0	720.0	93.0	143.0	144.0	206.0	217.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
1930261	92.0	111.0	84.0	137.0	61.0	86.0	185.0	57.0	201.0	96.0	96.0	175.0	116.0	226.0	142.0	411.0	173.0	123.0	206.0	160.0	261.0	76.0	157.0	61.0	149.0	167.0	186.0	90.0	110.0	72.0	201.0	112.0	102.0	114.0	160.0	279.0	83.0	1055.0	82.0	96.0	263.0	109.0	102.0	64.0	174.0	128.0	101.0	116.0	k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__258ds10; f__; g__; s__
318586	27.0	5.0	21.0	9.0	13.0	2.0	12.0	2.0	4.0	11.0	11.0	6.0	22.0	5.0	5.0	6.0	0.0	14.0	5.0	5.0	3.0	9.0	0.0	7.0	6.0	4.0	0.0	12.0	14.0	6.0	4.0	5.0	22.0	15.0	22.0	4.0	25.0	5.0	24.0	11.0	6.0	6.0	3.0	9.0	19.0	24.0	31.0	8.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
4462187	27.0	0.0	31.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_dn_2505	22.0	12.0	21.0	1.0	0.0	12.0	11.0	17.0	1.0	1.0	0.0	2.0	13.0	36.0	9.0	3.0	6.0	4.0	2.0	9.0	0.0	2.0	2.0	0.0	1.0	13.0	3.0	26.0	2.0	2.0	2.0	9.0	8.0	2.0	1.0	7.0	8.0	3.0	9.0	15.0	11.0	7.0	6.0	0.0	6.0	1.0	3.0	2.0	k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__258ds10; f__; g__; s__
863772	3.0	7.0	5.0	3.0	10.0	3.0	5.0	3.0	2.0	0.0	5.0	3.0	12.0	1.0	4.0	0.0	0.0	3.0	1.0	5.0	1.0	0.0	7.0	1.0	0.0	4.0	0.0	0.0	2.0	8.0	0.0	1.0	3.0	2.0	13.0	0.0	10.0	2.0	3.0	3.0	1.0	4.0	2.0	0.0	3.0	3.0	6.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__zavarzinii
913849	5.0	1.0	1.0	1.0	7.0	0.0	2.0	0.0	3.0	0.0	8.0	5.0	5.0	1.0	11.0	0.0	5.0	1.0	4.0	4.0	10.0	0.0	5.0	2.0	0.0	6.0	0.0	2.0	6.0	6.0	6.0	3.0	14.0	0.0	16.0	0.0	7.0	4.0	5.0	14.0	19.0	7.0	6.0	1.0	7.0	6.0	7.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
OTU_dn_260	59.0	9.0	52.0	11.0	2.0	9.0	0.0	11.0	3.0	1.0	0.0	7.0	55.0	3.0	19.0	0.0	0.0	13.0	0.0	4.0	0.0	10.0	1.0	7.0	1.0	6.0	0.0	7.0	0.0	46.0	1.0	3.0	0.0	9.0	0.0	14.0	0.0	8.0	2.0	6.0	6.0	5.0	1.0	7.0	6.0	4.0	6.0	12.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
1084157	111.0	21.0	99.0	25.0	152.0	44.0	135.0	28.0	36.0	13.0	188.0	89.0	91.0	9.0	168.0	11.0	12.0	42.0	27.0	22.0	44.0	29.0	16.0	32.0	10.0	43.0	20.0	23.0	19.0	9.0	21.0	36.0	89.0	40.0	92.0	104.0	67.0	55.0	82.0	48.0	204.0	39.0	96.0	16.0	346.0	26.0	89.0	47.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__Janibacter; s__
798097	19.0	0.0	17.0	2.0	51.0	0.0	7.0	2.0	4.0	4.0	37.0	10.0	11.0	5.0	26.0	5.0	1.0	2.0	4.0	12.0	10.0	3.0	6.0	18.0	8.0	3.0	1.0	7.0	4.0	24.0	6.0	2.0	19.0	4.0	19.0	10.0	7.0	4.0	24.0	20.0	10.0	19.0	19.0	9.0	36.0	12.0	27.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
154804	31.0	4.0	24.0	4.0	27.0	0.0	2.0	0.0	10.0	3.0	19.0	5.0	10.0	19.0	12.0	8.0	8.0	6.0	3.0	7.0	7.0	6.0	4.0	3.0	13.0	5.0	1.0	3.0	8.0	13.0	1.0	3.0	13.0	7.0	20.0	5.0	18.0	1.0	4.0	8.0	35.0	1.0	9.0	2.0	20.0	7.0	11.0	1.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
342790	14.0	35.0	13.0	8.0	1.0	7.0	18.0	18.0	6.0	7.0	9.0	1.0	17.0	4.0	1.0	4.0	5.0	12.0	6.0	0.0	12.0	9.0	4.0	2.0	14.0	8.0	2.0	4.0	6.0	7.0	7.0	22.0	2.0	6.0	0.0	2.0	1.0	6.0	1.0	2.0	3.0	4.0	11.0	8.0	4.0	5.0	3.0	15.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU_dn_23	34.0	17.0	41.0	0.0	12.0	10.0	23.0	13.0	6.0	10.0	3.0	13.0	68.0	11.0	96.0	14.0	11.0	59.0	5.0	80.0	10.0	6.0	11.0	0.0	7.0	12.0	5.0	25.0	2.0	47.0	8.0	13.0	246.0	55.0	36.0	19.0	215.0	0.0	264.0	0.0	0.0	0.0	8.0	12.0	80.0	5.0	236.0	40.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
OTU_dn_254	2.0	1.0	11.0	4.0	9.0	8.0	3.0	1.0	3.0	8.0	12.0	14.0	1.0	0.0	2.0	2.0	2.0	4.0	0.0	5.0	0.0	10.0	1.0	14.0	0.0	4.0	2.0	1.0	0.0	3.0	0.0	9.0	7.0	8.0	11.0	11.0	9.0	27.0	5.0	19.0	34.0	18.0	1.0	4.0	13.0	10.0	5.0	28.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__
OTU_dn_65	69.0	7.0	78.0	10.0	35.0	1.0	26.0	0.0	44.0	22.0	33.0	47.0	60.0	37.0	0.0	13.0	4.0	10.0	8.0	15.0	5.0	24.0	6.0	8.0	15.0	17.0	2.0	15.0	10.0	50.0	6.0	3.0	27.0	22.0	10.0	14.0	39.0	11.0	26.0	3.0	33.0	18.0	11.0	6.0	12.0	32.0	26.0	51.0	k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__
107523	14.0	31.0	17.0	2.0	2.0	11.0	41.0	10.0	15.0	20.0	7.0	6.0	22.0	11.0	0.0	7.0	2.0	2.0	1.0	1.0	6.0	11.0	3.0	11.0	1.0	8.0	0.0	12.0	0.0	2.0	5.0	2.0	3.0	7.0	10.0	9.0	1.0	4.0	3.0	18.0	16.0	3.0	21.0	4.0	6.0	14.0	7.0	38.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus
4091471	17.0	42.0	12.0	33.0	2.0	39.0	19.0	50.0	9.0	38.0	5.0	2.0	20.0	35.0	4.0	33.0	22.0	37.0	9.0	6.0	6.0	19.0	17.0	12.0	19.0	28.0	30.0	24.0	16.0	25.0	18.0	39.0	1.0	33.0	2.0	6.0	3.0	5.0	3.0	5.0	0.0	9.0	15.0	10.0	0.0	2.0	2.0	60.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
536238	30.0	7.0	30.0	2.0	10.0	1.0	12.0	6.0	19.0	13.0	21.0	25.0	28.0	0.0	22.0	2.0	2.0	4.0	8.0	20.0	3.0	15.0	7.0	24.0	5.0	2.0	3.0	7.0	6.0	10.0	13.0	7.0	37.0	18.0	24.0	21.0	52.0	12.0	75.0	18.0	14.0	11.0	22.0	5.0	27.0	13.0	57.0	14.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
547097	166.0	216.0	155.0	231.0	210.0	302.0	162.0	270.0	119.0	137.0	177.0	246.0	191.0	427.0	199.0	195.0	107.0	233.0	86.0	144.0	106.0	133.0	89.0	87.0	93.0	234.0	91.0	393.0	101.0	240.0	100.0	504.0	171.0	429.0	198.0	252.0	147.0	103.0	183.0	101.0	148.0	99.0	64.0	210.0	318.0	375.0	199.0	527.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__Mesorhizobium; s__
346056	39.0	28.0	34.0	25.0	21.0	4.0	67.0	5.0	24.0	10.0	16.0	1.0	52.0	0.0	46.0	3.0	7.0	17.0	4.0	11.0	2.0	13.0	10.0	4.0	12.0	29.0	1.0	7.0	18.0	30.0	7.0	4.0	39.0	5.0	6.0	4.0	27.0	0.0	50.0	7.0	27.0	7.0	131.0	8.0	38.0	1.0	43.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
564004	28.0	13.0	29.0	22.0	7.0	12.0	59.0	7.0	27.0	17.0	15.0	5.0	32.0	6.0	10.0	6.0	21.0	26.0	21.0	17.0	28.0	14.0	11.0	20.0	14.0	14.0	15.0	5.0	19.0	14.0	17.0	11.0	10.0	39.0	16.0	17.0	8.0	8.0	22.0	15.0	31.0	13.0	25.0	6.0	9.0	18.0	10.0	20.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
591304	4.0	0.0	0.0	0.0	3.0	4.0	0.0	1.0	2.0	0.0	10.0	0.0	2.0	0.0	10.0	0.0	0.0	21.0	0.0	1.0	3.0	0.0	2.0	1.0	0.0	0.0	4.0	1.0	6.0	0.0	0.0	5.0	0.0	1.0	23.0	1.0	3.0	1.0	1.0	0.0	8.0	4.0	0.0	3.0	4.0	8.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
113298	21.0	16.0	13.0	15.0	10.0	24.0	4.0	10.0	7.0	9.0	8.0	31.0	12.0	23.0	42.0	10.0	23.0	27.0	73.0	16.0	22.0	6.0	21.0	8.0	27.0	15.0	59.0	10.0	27.0	22.0	18.0	13.0	7.0	16.0	4.0	2.0	16.0	8.0	2.0	6.0	3.0	11.0	5.0	4.0	6.0	3.0	7.0	28.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
3897233	21.0	2.0	22.0	3.0	9.0	0.0	8.0	2.0	4.0	4.0	12.0	2.0	12.0	6.0	9.0	6.0	0.0	12.0	0.0	4.0	3.0	9.0	4.0	4.0	3.0	0.0	2.0	3.0	0.0	14.0	0.0	4.0	11.0	2.0	14.0	14.0	14.0	2.0	4.0	0.0	1.0	4.0	8.0	15.0	9.0	16.0	13.0	3.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__
788205	223.0	195.0	177.0	235.0	234.0	77.0	202.0	81.0	280.0	83.0	284.0	339.0	232.0	178.0	426.0	260.0	128.0	308.0	190.0	140.0	159.0	74.0	171.0	98.0	221.0	145.0	258.0	186.0	235.0	228.0	156.0	298.0	142.0	336.0	193.0	363.0	99.0	62.0	165.0	87.0	300.0	90.0	188.0	194.0	327.0	333.0	162.0	165.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
